ad_view,vid_id
1.8410294275450956,VID_17892
2.421421096322494,VID_19234
2.0997260974136487,VID_1790
1.4137908150344924,VID_7878
2.9215531370549295,VID_6945
2.228818840867257,VID_17600
2.0520776399797462,VID_7502
1.401282203520181,VID_11761
2.862509933757855,VID_578
1.7336070555836194,VID_2068
1.3003252783971249,VID_10591
2.2871814486105015,VID_1300
3.4473645988258026,VID_2950
4.8662776726234265,VID_12930
2.8747212859693434,VID_22247
2.235326952411208,VID_14398
7.303150370332815,VID_8506
1.5697512635061122,VID_12462
15.423021384493572,VID_21697
4.102757963590758,VID_14574
2.137455394838544,VID_14171
1.4271470785816993,VID_22620
2.0280246490753657,VID_5642
2.148873670189757,VID_12689
2.345946160647763,VID_3676
1.2849226748823583,VID_23515
3.929295199927543,VID_11336
3.0805292613071242,VID_8360
3.309948273535028,VID_14293
2.0748580659477924,VID_7088
1.6592183734400952,VID_11588
1.7771738476038443,VID_12193
2.006311429876654,VID_18944
2.3814338654467675,VID_14220
2.0698194160346133,VID_2589
5.804050720219516,VID_17644
1.2543295764236495,VID_20263
4.92075487304484,VID_15204
3.1885994683629226,VID_6855
1.5216581890141792,VID_19306
1.430181197729262,VID_20132
1.7159910934564722,VID_18477
1.7234279650302495,VID_4562
1.2993571726478723,VID_17001
1.5668492140575203,VID_6858
3.1156281249856432,VID_20250
1.5724751888419837,VID_22484
2.0264793142191815,VID_17132
2.1219080979970237,VID_19635
2.0974011262184264,VID_20188
1.6338072997463167,VID_1272
1.5871410647919089,VID_2390
1.9264464417935996,VID_10914
1.5194781700168087,VID_9647
1.565111975879757,VID_11219
2.052212996697075,VID_13260
2.1579409283159374,VID_21600
13.987554159102999,VID_12441
2.7507940816471788,VID_15261
2.1371897030734304,VID_11540
2.9354240521316117,VID_20101
3.784147265437909,VID_3909
2.377760392253891,VID_14409
1.9153456590702898,VID_10430
1.7499137777365068,VID_8148
2.693859087250902,VID_9579
3.0377767487774676,VID_12302
1.698993835240963,VID_7161
2.429438707818351,VID_17471
2.179051057217348,VID_13296
5.202033478804404,VID_1935
1.8206477866621638,VID_23277
3.237804292871909,VID_20389
3.593701483841423,VID_2988
1.568294599264629,VID_6553
2.325531023471014,VID_18356
1.6740138330406642,VID_15268
3.8440968166624527,VID_21503
2.1736877588201584,VID_6901
2.5137689924603475,VID_5796
6.825356752376891,VID_21475
3.236012697171558,VID_19600
1.5758433517080808,VID_7977
1.7927559947165443,VID_4704
3.983587190261184,VID_20858
2.5074564069265404,VID_23644
3.0094290812538014,VID_12962
2.4196163811164095,VID_4894
1.979900860727569,VID_4803
2.6785287498074255,VID_12226
1.4958750966717465,VID_1299
4.2696166351435485,VID_7721
3.2555691055536866,VID_1919
2.3087414068237164,VID_23316
1.8175271389601344,VID_17849
3.3977319770132435,VID_1313
1.557661795925844,VID_9117
1.7031915223329945,VID_9152
2.59390767555676,VID_15543
1.6422937639753246,VID_11505
1.6345946878922935,VID_647
1.7713515032310583,VID_2236
1.9165592628358912,VID_14118
1.937294360685621,VID_11257
3.289047327639306,VID_13130
1.551894324620368,VID_12580
4.024697453460043,VID_860
2.140999828409917,VID_14251
11.847206726756413,VID_6476
1.412809682119623,VID_13070
1.4374449091848382,VID_4623
2.4533580827315595,VID_13599
1.4141076252072249,VID_11736
2.0957210965122104,VID_14145
1.8930806053053169,VID_13264
1.7990139794332072,VID_10476
3.3769760677902756,VID_13294
2.219152121468351,VID_964
1.6922276186626493,VID_23498
1.887466621936685,VID_12090
1.916841373254621,VID_7494
2.502957505675696,VID_141
1.736950755728818,VID_242
3.6855972934593138,VID_8088
6.293834456319329,VID_10154
2.0006124565923518,VID_3878
2.1027224564629354,VID_4799
1.5842397756861721,VID_12287
1.4503544696316912,VID_15607
1.5778190046306038,VID_9974
1.5812880171900403,VID_20032
1.2910964680614714,VID_9920
2.3134210993480253,VID_7959
1.5014277019914253,VID_21506
2.441417135038437,VID_15898
4.349495546004347,VID_4349
2.289907725824637,VID_16235
6.500855320074406,VID_6391
1.4351016369125678,VID_4940
1.2407379691982867,VID_16185
1.1008626732796667,VID_6988
1.4639766811376513,VID_877
1.6936313630528257,VID_23610
3.506385527105269,VID_17702
4.460329302588097,VID_18664
7.690996848809835,VID_9915
1.9069650283832749,VID_4438
1.1163064240078941,VID_15812
1.13733447258396,VID_15966
2.2167787832849504,VID_2832
1.7368221266358725,VID_20533
1.3356134403311548,VID_12692
3.9333988384417666,VID_11340
1.2639291695388992,VID_10760
4.2448696447370535,VID_19631
1.6123727707667073,VID_7012
1.3732550284308005,VID_7799
1.4853874828008118,VID_3963
2.8706118960242777,VID_501
1.4225558622163208,VID_9202
2.185922511742205,VID_14268
8.40523519551779,VID_21714
2.1638902454955553,VID_23154
1.52948700356731,VID_4429
1.2367287687279376,VID_16062
2.062751606140327,VID_6282
1.7898089006521032,VID_13205
2.438213377826117,VID_8515
4.181024673066483,VID_9480
2.172226000976418,VID_21979
1.867429239847617,VID_18494
1.718294326656034,VID_20589
1.8246377158157385,VID_15916
1.721745697750974,VID_17023
1.5546334189670896,VID_8425
2.70442004647297,VID_3586
2.027035496529774,VID_5788
1.9798332882126841,VID_12137
1.9835890409561985,VID_14347
1.794695129021931,VID_19044
9.881971960156378,VID_11039
1.4100880695360891,VID_3484
2.56405980090929,VID_15142
5.515658571796144,VID_3351
4.920922101632417,VID_5895
1.5111889194300507,VID_16112
3.144428798783147,VID_19247
1.2095134656867657,VID_11439
1.5534657880001563,VID_18883
4.006915018415967,VID_12140
2.332834630524683,VID_17446
2.3530613515566214,VID_5115
2.054743479937118,VID_21486
1.2802391749567672,VID_17120
1.337177613863056,VID_3959
1.3866333703297036,VID_15956
2.1036406396714367,VID_15739
4.48124590630942,VID_2682
2.083052184585906,VID_14621
1.4455303401296007,VID_9320
2.6754675496112754,VID_12110
6.26368915852845,VID_811
2.5694170330841217,VID_9472
1.5738539898167063,VID_4773
3.5696588767918658,VID_12695
1.3899671301259324,VID_19547
2.0665781516664925,VID_530
1.7530385464837432,VID_155
1.8173059846800543,VID_22955
1.890810843484659,VID_20307
1.2293465010328988,VID_11612
6.7859170546081975,VID_15674
1.8279802417961337,VID_13000
2.706933511110937,VID_1455
1.637865620722574,VID_23534
2.151241776783076,VID_18740
1.8761551269088346,VID_17988
1.6076082619352152,VID_21728
2.144103494490961,VID_10905
2.222956788769231,VID_18445
1.986127429617884,VID_21983
1.533796302480138,VID_16023
3.8205383974176264,VID_1444
4.83103194956091,VID_1814
1.9279889823522915,VID_19094
1.5590977326674802,VID_19355
4.757780679842235,VID_20430
2.16841805794747,VID_13461
2.1330692404309426,VID_9066
1.5784041875418278,VID_3020
2.5600592280590306,VID_13577
2.5128184763984778,VID_5062
1.129865553252641,VID_9293
1.4412641095310221,VID_16663
1.2076139831965196,VID_20444
2.999721469963261,VID_22353
3.0998264564628752,VID_22384
2.1929528614693945,VID_23036
3.0601205227665553,VID_12705
2.4454952261199914,VID_11785
7.034245560304539,VID_22988
2.7097741768549484,VID_9495
1.7099883841121786,VID_8909
5.312317927154255,VID_13459
3.1401318578277864,VID_22206
6.6804729361179875,VID_12228
1.847304061043944,VID_17498
1.9429150753779076,VID_18702
2.0668309949567236,VID_10850
2.5883780707826634,VID_12956
2.037716528348552,VID_6246
1.319690402434517,VID_9539
4.199081762044738,VID_17436
4.4971785705244365,VID_8383
2.9221101985197513,VID_4554
3.063246627329051,VID_18487
3.3335199143961622,VID_6285
4.110269530262766,VID_287
3.3673844559766444,VID_5371
1.7991394860610315,VID_10704
1.7080024474443751,VID_20810
2.105112870708344,VID_7972
3.5070360959019897,VID_10923
2.40691612693152,VID_11876
3.559824472033331,VID_15477
2.1734529127930617,VID_12366
1.6615757279457222,VID_6538
3.1418866227497944,VID_10092
2.843696171267285,VID_6826
2.3594617341808113,VID_22526
1.4844160477992003,VID_10897
2.198256633843641,VID_3400
2.1431416882263443,VID_9995
4.777153737721529,VID_19337
2.0585995221022872,VID_9673
6.190614231334703,VID_12280
3.2968895376211647,VID_14038
1.9815176277114959,VID_11157
1.5757288865071837,VID_13406
1.518690798564559,VID_7774
1.909682593270661,VID_7386
1.8187404942642087,VID_2419
11.24221449369697,VID_6334
1.4821683162100583,VID_1778
2.8865126119993016,VID_4907
1.4615507161592707,VID_7122
1.894688519231384,VID_10445
5.477059366646083,VID_18113
17.419299282401123,VID_6716
1.505927928225575,VID_5803
2.175561162982006,VID_6459
1.2693842510901463,VID_14427
5.732805970659078,VID_3872
1.7644164673399116,VID_11609
2.6839563611306536,VID_21821
1.7244312443023986,VID_14317
2.2135457483624825,VID_4982
1.3037168339401488,VID_5798
1.8665810836272576,VID_4365
1.7915583248253435,VID_6535
10.359031964394353,VID_7237
2.160551993697224,VID_10388
2.105153206356861,VID_17934
2.4896684554006314,VID_838
2.5991453230967396,VID_5439
2.5468801066521967,VID_11455
1.745548921259758,VID_7473
1.591340330586266,VID_16677
2.686765113651391,VID_18433
3.322848176152525,VID_10243
1.1966280983088915,VID_23592
1.567451376212648,VID_19401
1.2057787426309274,VID_2547
1.2445020722337903,VID_4525
1.4756530401591121,VID_13804
1.3682131628726972,VID_22266
2.0129852415098117,VID_7560
3.496529661647657,VID_10381
1.151367650454168,VID_4977
7.458429214132309,VID_14081
2.1616412202350035,VID_19054
7.858719237962886,VID_2608
3.0379204075228854,VID_8639
2.1461258528969687,VID_4407
2.388798610675668,VID_9462
11.351124488484382,VID_10687
2.5950930619858115,VID_15274
1.5583656819092395,VID_22631
6.6925463201616076,VID_3777
1.952434111304587,VID_10585
5.241916336030326,VID_10941
1.6508037786757777,VID_525
1.6609683421205759,VID_17097
2.0829781724696534,VID_13836
1.478396776938903,VID_12202
5.447508697232765,VID_20868
1.370519528690598,VID_17084
1.6743714821388882,VID_7322
3.432727851019711,VID_5486
3.2037649723098363,VID_7993
2.4596844448204007,VID_14078
1.4693486416877644,VID_21530
1.3666490984234612,VID_11469
1.4980885599130551,VID_20959
1.7778110223775705,VID_18159
15.342145190596536,VID_19624
3.0035488791819023,VID_19029
5.149435391641642,VID_3489
10.341796632421895,VID_15983
2.2288182801528236,VID_23605
1.8916893016926102,VID_23757
1.5484008988562052,VID_7488
2.4950604229904116,VID_15445
2.0594194713080562,VID_4538
6.949088744487862,VID_22661
2.0002100054760024,VID_5912
6.034241097245083,VID_3324
1.7416300673712177,VID_21241
1.750692156653094,VID_18194
5.017034050723733,VID_8640
4.666760955022917,VID_10657
2.0176738619157746,VID_3622
1.8680889054333623,VID_14909
1.485793606020312,VID_5961
1.9690983593024254,VID_117
2.8834128682948004,VID_4690
2.443489954079928,VID_10717
1.6132673625540703,VID_20280
2.125942709850768,VID_6395
1.947785043625896,VID_9199
7.218746843157365,VID_6343
3.8487287843031095,VID_7459
2.4969618162709124,VID_18041
3.6613156418491144,VID_12175
2.6797132743977605,VID_8174
1.257842773142695,VID_15644
3.552791325891281,VID_3021
1.3552394390582247,VID_251
2.1760151681445303,VID_20609
1.8313434788579608,VID_2033
2.073164216515857,VID_20357
2.0140391311244703,VID_16428
6.329976138281546,VID_12297
3.112804725749247,VID_1214
2.331578079147492,VID_19907
1.7343308569304845,VID_4697
1.1795321679674438,VID_22474
2.2463252371676874,VID_4002
1.9511837569441468,VID_17351
1.4206126350597064,VID_937
1.3427382673103037,VID_17501
1.7833849191037066,VID_2312
2.1827445717053777,VID_22996
1.6945604973733381,VID_14413
1.8457028662895325,VID_7938
1.5422230001447748,VID_616
2.1269354349278267,VID_22499
1.6451396600533457,VID_21393
1.6843928960854773,VID_23320
2.043699986212225,VID_22780
2.086802124251255,VID_10862
6.649270898295539,VID_21132
2.0622589817793924,VID_1416
1.5271417761782577,VID_624
1.8843825080103092,VID_10127
1.303667503624382,VID_15874
1.6432591696487113,VID_6946
3.5231277194138086,VID_8674
2.2934397913046847,VID_22878
1.9904630193372455,VID_560
9.982720676565844,VID_9765
2.1730284151550587,VID_22398
1.9266443963319853,VID_20560
2.0903552613822707,VID_4068
1.9543987928998727,VID_938
1.7699210350022458,VID_19068
1.7931010745732319,VID_8889
1.5101660411601485,VID_23347
1.5904560020141099,VID_16952
2.3385338970030767,VID_6032
1.854356572363734,VID_5116
1.7043311941316517,VID_4210
1.775660395605187,VID_22022
2.392032608217629,VID_16770
1.980956392833316,VID_1668
5.791911774790343,VID_23726
1.4766275038486276,VID_18550
2.084605704782114,VID_5518
5.372182503573319,VID_12958
3.041894366276996,VID_16501
1.9430700626586597,VID_21485
1.237036322771443,VID_14475
2.7282882088629328,VID_3865
1.970442448620964,VID_21642
1.757430799595704,VID_22934
1.731926135307883,VID_14667
3.357829557764423,VID_5519
1.9124268171910457,VID_17889
2.962347569440784,VID_17728
3.8869488439966737,VID_8727
1.6056528958577383,VID_16387
2.2190985736174826,VID_10703
3.4360169675956107,VID_7213
1.354609625537418,VID_14454
1.693854868083354,VID_13455
1.772012530683938,VID_5467
3.4960283862469517,VID_21139
2.880856923182232,VID_9033
2.1479013608555015,VID_3863
1.5298787324571137,VID_13990
1.5842397756861721,VID_2641
1.3717255786221996,VID_15745
1.740179226025076,VID_5929
1.3194981032551376,VID_769
1.5933569109593877,VID_5499
5.861738251448335,VID_8609
4.8631922627366135,VID_3903
1.5057877646137148,VID_19579
1.7062342464466522,VID_10506
1.681618791271753,VID_23577
5.8044613391150595,VID_9042
2.1219541876640022,VID_10606
1.5806972189779571,VID_10497
1.7500259055289213,VID_21208
1.5936184861225526,VID_12837
2.8369102671244124,VID_7924
1.9999848916768017,VID_21109
1.6983541140283145,VID_6848
1.9738226226000208,VID_8993
5.217642444162401,VID_10584
2.753950598228672,VID_19794
4.280656302934964,VID_15209
3.9599861077207335,VID_22498
3.491788384050276,VID_9814
1.9503553061570935,VID_18155
4.248929267449618,VID_20573
1.8310121035304856,VID_4092
1.6933553612554115,VID_15455
3.6480071612767757,VID_8989
1.5492052006201726,VID_1852
1.48856478853403,VID_17278
4.187898721767236,VID_12619
1.5544339356638357,VID_22663
2.4171791799548936,VID_15372
1.5190183116966058,VID_13978
1.6868745898988717,VID_17325
2.13412024803026,VID_19025
2.3820599418034365,VID_21374
1.5593974585344623,VID_10207
1.2719504862528352,VID_11924
1.6185457763760809,VID_8975
1.8382134970846409,VID_8851
2.457707633028521,VID_12210
1.491335904644584,VID_8178
3.02635658618186,VID_19252
4.950725444187255,VID_5421
1.6602169061534058,VID_6757
1.2695256654946139,VID_8125
3.291648917618865,VID_14709
1.7984443819789282,VID_5795
1.661029810763853,VID_21888
2.6347390881230233,VID_14058
1.8348113828530195,VID_8028
2.209979541535517,VID_22918
1.542330428254521,VID_11731
2.2074830206039513,VID_22841
1.4503949013791448,VID_7453
3.246243381406819,VID_11870
1.8309137729291614,VID_20484
1.663631845078639,VID_1971
1.9568928724197032,VID_599
1.2472375994534493,VID_16812
1.3960839045865665,VID_5401
2.709555345059181,VID_16289
2.58295034535719,VID_12150
1.6299387430200738,VID_13299
1.5394417722403198,VID_19015
1.9917516002971705,VID_1604
2.0076927658496633,VID_18013
1.346670008629102,VID_2240
1.3330732562610474,VID_8114
3.40886631421205,VID_13586
1.4996862402314723,VID_2784
2.9085389234044174,VID_1539
2.338115221018121,VID_6787
2.0985833709904833,VID_11544
2.3562297804443024,VID_5296
3.1080072258642524,VID_5684
1.815441301491661,VID_7467
1.5704082363123424,VID_5869
1.4308559251516222,VID_19596
1.6260648899212766,VID_96
1.2665342806075717,VID_859
4.400852197390957,VID_13559
10.952075296800798,VID_20976
1.284182065444132,VID_18524
3.002295784919913,VID_3089
1.525086993635607,VID_4453
3.963748775775785,VID_15802
2.726083618367695,VID_18291
3.2531876897865555,VID_3914
1.2350512872599673,VID_10582
1.653934067210935,VID_11482
1.5572565087488723,VID_615
2.6593167655823384,VID_19069
1.1402803210489159,VID_911
4.120404449301968,VID_3308
2.901022606923873,VID_5668
1.4980697463052282,VID_16402
7.205992534734743,VID_19375
1.5990985752592863,VID_8556
1.9688888105623419,VID_19966
1.5736193030821595,VID_17274
1.7080512388813498,VID_407
2.8334711623597597,VID_23383
1.3153227770064837,VID_6105
4.978953876689624,VID_2643
1.2951426658224938,VID_18875
2.144766473170885,VID_13188
3.6769744741415136,VID_13504
1.9932342049663212,VID_17900
2.4900144971251224,VID_6368
3.0638302508962583,VID_19648
1.4080666205541479,VID_23490
1.3748125326689222,VID_9098
17.041071328002953,VID_12973
1.5851647770518136,VID_15207
8.731650932658946,VID_17033
12.622741037872604,VID_21758
1.1711990793489626,VID_21628
1.8895611672782613,VID_3935
3.3497397523240946,VID_5670
3.4340740833377996,VID_13844
2.1847254369013185,VID_20416
1.4177172628028214,VID_19885
1.3803602419458214,VID_15487
2.3409818612400004,VID_9890
5.871526112674177,VID_17721
2.2930658130049646,VID_2585
1.3275742037995348,VID_19723
1.6193206552417838,VID_22716
1.787683222566447,VID_10004
3.072002164680805,VID_1529
1.358193873719783,VID_8126
1.7800125238503346,VID_4224
1.7857691920133365,VID_22704
2.6358969143110733,VID_10705
2.358526058478807,VID_10524
2.12778050098038,VID_1133
2.4917449101565254,VID_3404
1.9245836184171858,VID_20344
2.1037759397147524,VID_9397
1.405289921881475,VID_20601
1.3741844164820747,VID_9482
1.8273707326432245,VID_6673
3.664174615292461,VID_3899
2.046345569129661,VID_7008
1.5245836589329678,VID_2690
1.4677433595245941,VID_7483
5.729731614847174,VID_1614
1.5961760520820083,VID_241
1.2725565300580228,VID_13499
1.2577849081191401,VID_11734
1.6389724047090362,VID_18937
1.7757373739381328,VID_11525
1.3045425501532661,VID_19984
1.465102391687419,VID_15743
1.9478090354141528,VID_16716
1.7487453481225244,VID_6805
1.5333528423871279,VID_6552
1.701320367429202,VID_269
1.3979586538075193,VID_10761
2.848731501855193,VID_10352
2.8946932957311726,VID_10226
2.3286024156730853,VID_23493
2.8732779235027195,VID_734
2.2551326257935167,VID_5364
2.70085176968924,VID_5122
1.7260923741180743,VID_2104
3.302161945826941,VID_5143
6.515203927565772,VID_3850
1.4442059475258433,VID_23633
4.795120627026254,VID_23597
2.4422954326885264,VID_5716
1.5497195674905544,VID_23516
5.671424040270085,VID_12921
1.7414518595572437,VID_17949
2.8461764649751813,VID_8164
1.5025388228735346,VID_2097
1.7684373824110982,VID_10400
1.317603249491851,VID_998
1.5602520586510251,VID_11447
2.2030461849486938,VID_7866
2.0979156849377127,VID_11664
1.7909065184247615,VID_7094
3.2176794582957724,VID_19536
2.4204140850093037,VID_6307
3.9027282161852215,VID_6363
3.4610106299989223,VID_1524
2.7692729410490013,VID_20772
1.6255590729856546,VID_23466
1.2279500035093212,VID_10752
2.202736873261873,VID_4918
4.912070193011705,VID_23046
1.7796982399643813,VID_6694
1.9245839486546787,VID_4646
2.67857409278852,VID_17016
1.319391286902144,VID_11145
2.001968566094848,VID_12387
2.2812061797347383,VID_22126
2.5683150924248332,VID_17930
1.8931397524932068,VID_12268
2.362877070438043,VID_5192
1.6868187008402804,VID_16369
1.3932505758922287,VID_11841
1.956372493132999,VID_13926
1.6590852384939996,VID_5622
2.281138802767839,VID_5346
1.839184667599586,VID_10544
1.3357915100312379,VID_6622
2.832332724151815,VID_17583
3.6507654698307337,VID_13876
1.7774110228919604,VID_1033
2.7404781456815623,VID_10998
1.2793945869360097,VID_7037
2.598931982517045,VID_22495
1.8739979384320014,VID_13170
1.977515200188444,VID_7480
1.4024960983897667,VID_13753
4.1593027313784106,VID_13831
1.6187562719180613,VID_17763
1.5473833136357944,VID_2793
2.499835417498069,VID_20514
2.7177131098548353,VID_22850
4.064340560421715,VID_3953
5.2655602087629,VID_13670
2.6346484228838576,VID_12368
1.7378108477092584,VID_19664
9.47125847527204,VID_4173
7.7719844043993715,VID_15859
1.9501720661706596,VID_14717
1.954679906900223,VID_18425
1.8994782377412744,VID_5232
4.482092952819309,VID_6288
1.7067695482615692,VID_7433
1.6163688353047674,VID_1003
2.8559390827451363,VID_13060
1.3389176090253998,VID_15297
2.831304112775318,VID_9730
1.3291644619159155,VID_19022
1.8869324629955504,VID_1885
1.2451607871278139,VID_7425
14.021463544046735,VID_20867
1.37771607062667,VID_19822
1.879326572330483,VID_10604
1.476295549722725,VID_18763
4.429548071843159,VID_1818
2.815943533923,VID_16644
1.2839664491806817,VID_7528
2.0418130080052905,VID_8166
5.636153043328162,VID_22357
9.690958217072968,VID_3918
7.314935429850513,VID_10589
1.6484485536525877,VID_3027
2.3118358584219183,VID_23607
1.8410516632866472,VID_9153
1.169946282367701,VID_291
1.8893171023752358,VID_8213
1.9300296316491423,VID_9424
7.657106937017087,VID_19769
3.109218995975266,VID_14626
1.8118553822055428,VID_5125
2.915376263611661,VID_16291
2.367502136999471,VID_14392
2.4124640034922424,VID_1036
2.0528012877089443,VID_14153
2.452411570198255,VID_13506
3.140115860056293,VID_6149
2.2832667356929495,VID_2777
1.5670323939645892,VID_19018
1.5100046909518263,VID_8497
3.766759310094068,VID_21395
2.076367017996721,VID_7117
1.913484497894196,VID_21328
2.1195640333791217,VID_7710
2.0829196568572375,VID_17750
4.231115772392127,VID_1680
1.4905760550464648,VID_4028
2.073079698950499,VID_20481
1.5239624776200509,VID_8880
2.9896947459674212,VID_21640
1.7102823296478324,VID_13074
4.711371952291086,VID_8763
1.5992182085022875,VID_3983
2.042737376620087,VID_432
1.1917638913719086,VID_14174
1.5064251757740292,VID_23704
2.237809225122924,VID_5492
7.11575105223805,VID_6329
4.751407340241147,VID_3504
1.5758743615267783,VID_5758
3.4909833302676145,VID_4794
2.731903278412451,VID_20788
1.9274273140384164,VID_5213
4.237941202911276,VID_6785
2.0829388010384395,VID_11456
2.3474015309956333,VID_22729
7.676814473859693,VID_9741
1.6713045648757565,VID_16684
1.4084205983200697,VID_11853
2.0063879397355575,VID_3598
1.8792004393134127,VID_6772
1.8560607902285624,VID_2469
4.340481757502186,VID_2206
1.8571815621321446,VID_6843
1.5389990523156765,VID_10634
1.4016417601413833,VID_8040
1.4818333964999126,VID_12369
2.0215409842986345,VID_2693
2.1522788826049797,VID_11067
1.5525888749588834,VID_11520
1.6846104188836213,VID_2821
10.32896226391441,VID_3038
4.411884075768342,VID_11250
1.4419559463124705,VID_22710
1.4045716383047717,VID_11733
2.13695114709684,VID_7363
2.0178243641874203,VID_23723
2.103606349355547,VID_11688
1.564277806954628,VID_6034
2.183289954246094,VID_22123
3.7217808974423403,VID_20388
1.812749162406712,VID_6503
1.7308509608678733,VID_15018
1.6216488016604895,VID_22601
4.058531281517021,VID_3210
1.4240777415308694,VID_11450
3.010704133717916,VID_1040
1.3958093360943469,VID_13938
1.5901605211934542,VID_20462
7.681529910432344,VID_22043
1.1909490280725594,VID_13502
4.005526506288219,VID_13855
1.7586778767743312,VID_1368
1.4035563668731816,VID_9381
3.7019970374420916,VID_12394
6.965451082864358,VID_19290
3.5492505423652108,VID_5050
2.6770909839925645,VID_23326
3.4144045593682537,VID_5262
4.874313257001631,VID_13259
1.0662074632070002,VID_13056
2.421504328409611,VID_17553
2.043401236522179,VID_5220
1.9630427849082437,VID_16497
1.5117382120187095,VID_17882
2.3749510966674565,VID_14613
1.9173949176916496,VID_600
1.263298354414246,VID_19476
3.7258532427243423,VID_814
5.562919203515402,VID_21709
1.197724311816271,VID_23117
2.718442597955865,VID_22461
2.4588711610586054,VID_5566
2.0551232556457792,VID_3407
3.66707392841553,VID_5958
2.3707792630149465,VID_15941
1.4908882008413933,VID_11741
1.5408542936519958,VID_70
1.938790126050928,VID_20781
1.5466147684253408,VID_11832
8.413172770905875,VID_1723
2.6724049668158325,VID_6240
1.2864872029896308,VID_8963
1.416930765215048,VID_14121
2.336952175811661,VID_7960
1.889586928756422,VID_14523
1.522376184889701,VID_20941
4.210468752759857,VID_23728
4.780114272557329,VID_17575
1.5950186813510498,VID_13353
1.2410262059964712,VID_18877
4.4135626308775935,VID_19283
2.557303125767843,VID_19494
